//Version: ScorePerfmMatch_v170503
// Score: ./D960_hmm.txt
// Perfm: ./p0-0_spr.txt
// fmt3x: ./D960_fmt3x.txt
0	0.519497	1.081730	D3	35	34	0	0	0	*	3	0
1	0.531517	1.032317	Bb2	37	43	0	0	0	*	3	-
2	0.543536	0.958867	F4	23	33	0	0	0	*	3	-
3	0.567574	0.941505	Bb4	48	53	0	0	0	*	3	-
4	0.614316	0.953525	Bb3	28	39	0	0	0	*	3	-
5	0.988247	1.438300	F3	37	53	0	0	24	P1-0-5	0	-
6	1.379539	1.645298	Bb4	58	66	0	0	48	P1-1-3	0	-
7	1.386217	1.733438	D3	43	53	0	0	48	P1-1-13	0	-
8	1.388888	1.789528	F4	42	37	0	0	48	P1-1-2	0	-
9	1.422274	1.710735	Bb2	36	42	0	0	48	P1-1-21	0	-
10	1.432958	1.741451	Bb3	39	39	0	0	48	P1-1-1	0	-
11	1.780180	2.077989	F3	30	17	0	0	72	P1-1-14	0	-
12	2.049945	2.401173	A4	59	63	0	0	96	P1-1-6	0	-
13	2.056622	2.541397	C3	49	34	0	0	96	P1-1-15	0	-
14	2.067306	2.984773	F4	47	42	0	0	96	P1-1-5	0	-
15	2.069977	2.302348	A3	49	58	0	0	96	P1-1-4	0	-
16	2.102028	2.417198	Bb2	40	43	0	0	96	P1-1-22	0	-
17	2.325051	2.715008	F3	48	46	0	0	120	P1-1-16	0	-
18	2.648235	3.289260	D3	53	36	0	0	144	P1-1-17	0	-
19	2.649570	3.249195	Bb4	67	61	0	0	144	P1-1-9	0	-
20	2.658918	2.833865	Bb3	52	60	0	0	144	P1-1-7	0	-
21	2.670937	2.931354	Bb2	46	51	0	0	144	P1-1-23	0	-
22	2.903309	3.261215	F3	49	45	0	0	168	P1-1-18	0	-
23	3.197112	3.493586	C5	68	61	0	0	192	P1-1-12	0	-
24	3.210467	3.688565	F4	45	36	0	0	192	P1-1-11	0	-
25	3.221151	3.480232	C4	36	46	0	0	192	P1-1-10	0	-
26	3.231834	3.501599	Eb3	50	63	0	0	192	P1-1-19	0	-
27	3.250531	3.462870	Bb2	47	40	0	0	192	P1-1-24	0	-
28	3.500264	3.959665	F3	44	44	0	0	216	P1-1-20	0	-
29	3.850156	4.981298	D5	62	63	0	0	240	P1-2-3	0	-
30	3.851492	5.324514	F4	35	35	0	0	240	P1-2-2	0	-
31	3.859505	5.305817	Bb2	49	27	0	0	240	P1-2-18	0	-
32	3.863511	4.985305	D4	40	39	0	0	240	P1-2-1	0	-
33	3.870188	4.241449	E3	44	57	0	0	240	P1-2-10	0	-
34	4.200049	4.309558	F3	43	58	0	0	264	P1-2-11	0	-
35	4.503201	4.598019	F3	38	55	0	0	288	P1-2-12	0	-
36	4.784985	4.853093	F3	37	55	0	0	312	P1-2-13	0	-
37	5.094813	5.129535	F3	39	58	0	0	336	P1-2-14	0	-
38	5.371255	5.447377	F3	33	56	0	0	360	P1-2-15	0	-
39	5.691768	5.964203	C5	50	34	0	0	384	P1-2-6	0	-
40	5.706458	5.889417	Bb2	48	56	0	0	384	P1-2-19	0	-
41	5.706458	5.773231	C4	39	64	0	0	384	P1-2-4	0	-
42	5.714471	6.001597	Eb3	41	45	0	0	384	P1-2-16	0	-
43	5.717142	5.896095	F4	39	35	0	0	384	P1-2-5	0	-
44	5.969545	6.351489	D3	48	38	0	0	408	P1-2-17	0	-
45	5.976223	6.164524	F4	36	33	0	0	408	P1-2-8	0	-
46	5.982900	6.358167	Bb4	61	38	0	0	408	P1-2-9	0	-
47	5.998926	6.072376	Bb3	46	61	0	0	408	P1-2-7	0	-
48	6.316767	6.720079	C5	59	29	0	0	432	P1-3-3	0	-
49	6.319438	6.658647	F2	49	30	0	0	432	P1-3-24	0	-
50	6.327451	6.693369	F4	31	34	0	0	432	P1-3-2	0	-
51	6.331457	6.666660	Eb3	49	62	0	0	432	P1-3-16	0	-
52	6.338135	6.686692	C4	46	32	0	0	432	P1-3-1	0	-
53	6.622590	6.988508	F3	40	42	0	0	456	P1-3-17	0	-
54	6.920399	7.199512	C5	54	39	0	0	480	P1-3-6	0	-
55	6.941767	7.194170	F4	41	39	0	0	480	P1-3-5	0	-
56	6.943102	7.218209	Eb3	44	53	0	0	480	P1-3-18	0	-
57	6.944438	7.171467	C4	37	39	0	0	480	P1-3-4	0	-
58	6.952450	7.223550	F2	41	30	0	0	480	P1-3-25	0	-
59	7.230228	7.588133	F3	22	34	0	0	504	P1-3-19	0	-
60	7.533379	7.828518	C5	53	39	0	0	528	P1-3-9	0	-
61	7.545398	7.879266	Eb3	45	60	0	0	528	P1-3-20	0	-
62	7.548069	7.971413	F4	39	32	0	0	528	P1-3-8	0	-
63	7.565430	7.674939	C4	39	60	0	0	528	P1-3-7	0	-
64	7.572108	7.828518	F2	34	42	0	0	528	P1-3-26	0	-
65	7.851221	7.915323	F3	29	58	0	0	552	P1-3-21	0	-
66	8.161050	8.293261	Bb4	57	62	0	0	576	P1-3-12	0	-
67	8.171733	8.572374	D3	45	24	0	0	576	P1-3-22	0	-
68	8.175740	8.270558	Bb3	42	60	0	0	576	P1-3-10	0	-
69	8.181082	8.995718	F4	38	58	0	0	576	P1-3-11	0	-
70	8.185088	8.536316	F2	39	29	0	0	576	P1-3-27	0	-
71	8.441498	8.536316	A3	49	52	0	0	600	P1-3-13	0	-
72	8.441498	8.652502	A4	44	54	0	0	600	P1-3-15	0	-
73	8.465536	8.627128	C3	46	55	0	0	600	P1-3-23	0	-
74	8.767352	9.066497	D3	37	61	0	0	624	P1-4-11	0	-
75	8.795397	10.300470	Bb4	52	63	0	0	624	P1-4-1	0	-
76	8.807416	10.124189	Bb3	38	55	0	0	624	P1-4-9	0	-
77	8.810087	10.146892	Bb2	45	62	0	0	624	P1-4-19	0	-
78	9.121252	9.370984	F3	35	55	0	0	648	P1-4-12	0	-
79	9.393687	9.802341	G4	48	38	0	0	672	P1-4-5	0	-
80	9.409713	9.660781	Eb3	43	53	0	0	672	P1-4-13	0	-
81	9.435087	9.619381	Eb4	34	59	0	0	672	P1-4-4	0	-
82	9.678142	9.794328	G3	42	39	0	0	696	P1-4-14	0	-
83	9.949242	10.138879	D3	48	61	0	0	720	P1-4-15	0	-
84	9.970610	10.170930	F4	44	60	0	0	720	P1-4-7	0	-
85	9.985300	10.180278	D4	37	54	0	0	720	P1-4-6	0	-
86	10.225684	10.292458	F3	42	64	0	0	744	P1-4-16	0	-
87	10.580919	11.387542	D3	50	61	0	0	768	P1-4-17	0	-
88	10.582254	11.004263	Bb4	65	52	0	0	768	P1-4-8	0	-
89	10.602286	10.869380	Bb2	51	51	0	0	768	P1-4-20	0	-
90	10.849348	11.398226	Bb3	50	37	0	0	792	P1-4-18	0	-
91	11.287382	12.903299	Bb2	40	44	0	0	816	P1-5-18	0	-
92	11.296730	12.835190	G3	45	38	0	0	816	P1-5-19	0	-
93	11.350149	12.702979	Eb5	65	31	0	0	816	P1-5-3	0	-
94	11.374187	12.780436	Bb4	47	33	0	0	816	P1-5-2	0	-
95	11.375523	12.613502	Eb4	38	58	0	0	816	P1-5-1	0	-
96	11.709390	11.781505	Bb3	32	47	0	0	840	P1-5-11	0	-
97	11.999187	12.085992	Bb3	36	51	0	0	864	P1-5-12	0	-
98	12.282306	12.346409	Bb3	40	49	0	0	888	P1-5-13	0	-
99	12.578780	12.642883	Bb3	35	58	0	0	912	P1-5-14	0	-
100	12.867241	13.115639	Bb3	39	24	0	0	936	P1-5-15	0	-
101	13.175735	13.432145	D5	49	32	0	0	960	P1-5-6	0	-
102	13.178406	13.528298	Bb2	48	40	0	0	960	P1-5-20	0	-
103	13.190425	13.279901	F3	38	53	0	0	960	P1-5-16	0	-
104	13.198438	13.261205	D4	34	62	0	0	960	P1-5-4	0	-
105	13.214463	13.289250	Bb4	27	46	0	0	960	P1-5-5	0	-
106	13.446835	13.732625	Bb4	42	39	0	0	984	P1-5-8	0	-
107	13.457519	13.524292	Eb3	54	64	0	0	984	P1-5-17	0	-
108	13.460190	13.836792	C5	59	39	0	0	984	P1-5-9	0	-
109	13.492241	13.636471	C4	14	44	0	0	984	P1-5-7	0	-
110	13.823437	14.173330	Bb2	46	59	0	0	1008	P1-6-21	0	-
111	13.826108	14.034441	D5	55	63	0	0	1008	P1-6-3	0	-
112	13.832785	14.129259	D4	43	63	0	0	1008	P1-6-1	0	-
113	13.836792	14.066492	Bb4	39	65	0	0	1008	P1-6-2	0	-
114	13.862166	14.407037	F3	33	80	0	0	1008	P1-6-13	0	-
115	14.133266	14.200039	D3	45	59	0	0	1032	P1-6-14	0	-
116	14.421727	15.049397	A4	50	57	0	0	1056	P1-6-6	0	-
117	14.441759	14.974611	F4	42	80	0	0	1056	P1-6-5	0	-
118	14.443095	15.058746	C3	49	56	0	0	1056	P1-6-15	0	-
119	14.453778	14.710188	A3	50	59	0	0	1056	P1-6-4	0	-
120	14.465798	14.766278	F2	47	31	0	0	1056	P1-6-22	0	-
121	14.731556	15.078778	F3	46	34	0	0	1080	P1-6-16	0	-
122	15.030701	15.634333	Bb4	67	59	0	0	1104	P1-6-9	0	-
123	15.052068	15.328510	Bb3	51	62	0	0	1104	P1-6-7	0	-
124	15.057410	15.352549	D3	48	62	0	0	1104	P1-6-17	0	-
125	15.065423	15.363233	F2	44	31	0	0	1104	P1-6-23	0	-
126	15.331181	15.682410	F3	46	41	0	0	1128	P1-6-18	0	-
127	15.615636	16.303403	C5	56	63	0	0	1152	P1-6-12	0	-
128	15.627655	15.952174	Eb3	53	63	0	0	1152	P1-6-19	0	-
129	15.634333	16.013606	F4	34	32	0	0	1152	P1-6-11	0	-
130	15.638339	15.803937	C4	45	64	0	0	1152	P1-6-10	0	-
131	15.655700	15.926800	F2	39	30	0	0	1152	P1-6-24	0	-
132	15.921458	16.128456	F3	41	28	0	0	1176	P1-6-20	0	-
133	16.208584	16.626586	F4	17	39	0	0	1200	P1-7-2	0	-
134	16.241971	16.832248	Bb4	54	80	0	0	1200	P1-7-3	0	-
135	16.247313	16.633263	D3	45	53	0	0	1200	P1-7-12	0	-
136	16.253990	16.404898	Bb3	44	56	0	0	1200	P1-7-1	0	-
137	16.279364	16.590528	F2	32	34	0	0	1200	P1-7-18	0	-
138	16.578509	16.893680	F3	38	25	0	0	1224	P1-7-13	0	-
139	16.868306	17.127387	D5	51	63	0	0	1248	P1-7-7	0	-
140	16.880325	17.188818	D4	37	57	0	0	1248	P1-7-4	0	-
141	16.881660	17.211521	Bb4	13	52	0	0	1248	P1-7-6	0	-
142	16.887002	17.733690	F4	20	80	0	0	1248	P1-7-5	0	-
143	16.900357	17.255592	D3	37	27	0	0	1248	P1-7-14	0	-
144	17.207515	17.482621	Bb2	39	42	0	0	1272	P1-7-15	0	-
145	17.781766	24.553928	C5	44	40	0	0	1296	P1-7-11	0	-
146	17.784437	18.290580	F2	36	46	0	0	1296	P1-7-19	0	-
147	17.784437	24.507187	A4	29	44	0	0	1296	P1-7-10	0	-
148	17.792450	24.365627	C4	36	46	0	0	1296	P1-7-8	0	-
149	19.496508	19.755589	F1	35	42	0	0	1392	P1-8-11	0	-
150	19.734222	19.861091	Gb1	48	41	0	0	1392	*	3	-
151	19.890472	19.990632	Ab1	42	57	0	0	1392	*	3	-
152	20.017341	20.204307	Gb1	38	80	0	0	1392	*	3	-
153	20.166914	20.229681	Ab1	34	49	0	0	1392	*	3	-
154	20.228345	20.381924	Gb1	31	80	0	0	1392	*	3	-
155	20.348537	20.407298	Ab1	31	48	0	0	1392	*	3	-
156	20.409969	20.554200	Gb1	26	80	0	0	1392	*	3	-
157	20.512800	20.619638	Ab1	31	40	0	0	1392	P1-8-13	0	-
158	20.588922	20.735823	Gb1	31	80	0	0	1392	P1-8-12	0	-
159	20.697095	20.825300	Ab1	20	80	0	0	1392	*	3	-
160	20.766539	20.862693	Gb1	24	41	0	0	1392	*	3	-
161	20.941485	21.012265	Gb1	31	51	0	0	1392	*	3	-
162	21.124445	21.207244	Gb1	26	45	0	0	1392	*	3	-
163	21.364829	21.495705	Ab1	18	80	0	0	1392	*	3	-
164	21.535769	21.647948	Ab1	10	39	0	0	1392	*	3	-
165	21.631923	21.709380	Gb1	15	46	0	0	1392	*	3	-
166	21.912371	22.004519	Gb1	26	45	0	0	1392	P1-8-14	0	-
167	22.362424	22.589454	F1	23	34	0	0	1584	P1-8-9	0	-
168	22.576099	23.048855	Gb1	30	31	0	0	1584	P1-8-10	0	-
